"64 bytes, from 192.168.4.2:, icmp_seq=1, ttl=255, time=1376 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=2, ttl=255, time=344 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=3, ttl=255, time=23.3 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=4, ttl=255, time=17.1 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=5, ttl=255, time=26.4 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=6, ttl=255, time=19.5 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=7, ttl=255, time=18.0 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=8, ttl=255, time=22.5 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=9, ttl=255, time=20.5 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=10, ttl=255, time=24.4 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=11, ttl=255, time=17.6 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=12, ttl=255, time=21.0 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=13, ttl=255, time=20.0 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=14, ttl=255, time=24.5 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=15, ttl=255, time=17.4 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=16, ttl=255, time=21.0 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=17, ttl=255, time=20.0 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=18, ttl=255, time=19.0 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=19, ttl=255, time=23.4 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=20, ttl=255, time=16.6 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=21, ttl=255, time=25.5 ms",,,
"64 bytes, from 192.168.4.2:, icmp_seq=22, ttl=255, time=18.5 ms",,,
64 bytes from 192.168.4.2: icmp_seq=23 ttl=255 time=22.4 ms,,,
64 bytes from 192.168.4.2: icmp_seq=24 ttl=255 time=20.5 ms,,,
64 bytes from 192.168.4.2: icmp_seq=25 ttl=255 time=19.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=26 ttl=255 time=23.4 ms,,,
64 bytes from 192.168.4.2: icmp_seq=27 ttl=255 time=21.5 ms,,,
64 bytes from 192.168.4.2: icmp_seq=28 ttl=255 time=25.6 ms,,,
64 bytes from 192.168.4.2: icmp_seq=29 ttl=255 time=18.3 ms,,,
64 bytes from 192.168.4.2: icmp_seq=30 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=31 ttl=255 time=21.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=32 ttl=255 time=20.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=33 ttl=255 time=18.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=34 ttl=255 time=16.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=35 ttl=255 time=19.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=36 ttl=255 time=18.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=37 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=38 ttl=255 time=21.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=39 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=40 ttl=255 time=18.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=41 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=42 ttl=255 time=26.6 ms,,,
64 bytes from 192.168.4.2: icmp_seq=43 ttl=255 time=19.4 ms,,,
64 bytes from 192.168.4.2: icmp_seq=44 ttl=255 time=27.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=45 ttl=255 time=21.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=46 ttl=255 time=20.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=47 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=48 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=49 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=50 ttl=255 time=20.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=51 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=52 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=53 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=54 ttl=255 time=20.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=55 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=56 ttl=255 time=17.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=57 ttl=255 time=21.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=58 ttl=255 time=20.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=59 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=60 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=61 ttl=255 time=21.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=62 ttl=255 time=29.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=63 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=64 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=65 ttl=255 time=20.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=66 ttl=255 time=19.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=67 ttl=255 time=17.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=68 ttl=255 time=26.4 ms,,,
64 bytes from 192.168.4.2: icmp_seq=69 ttl=255 time=20.6 ms,,,
64 bytes from 192.168.4.2: icmp_seq=70 ttl=255 time=18.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=71 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=72 ttl=255 time=20.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=73 ttl=255 time=20.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=74 ttl=255 time=29.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=75 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=76 ttl=255 time=18.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=77 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=78 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=79 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=80 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=81 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=82 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=83 ttl=255 time=22.5 ms,,,
64 bytes from 192.168.4.2: icmp_seq=84 ttl=255 time=21.5 ms,,,
64 bytes from 192.168.4.2: icmp_seq=85 ttl=255 time=21.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=86 ttl=255 time=20.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=87 ttl=255 time=20.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=88 ttl=255 time=19.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=89 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=90 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=91 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=92 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=93 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=94 ttl=255 time=28.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=95 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=96 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=97 ttl=255 time=17.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=98 ttl=255 time=17.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=99 ttl=255 time=17.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=100 ttl=255 time=22.4 ms,,,
64 bytes from 192.168.4.2: icmp_seq=101 ttl=255 time=21.6 ms,,,
64 bytes from 192.168.4.2: icmp_seq=102 ttl=255 time=21.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=103 ttl=255 time=20.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=104 ttl=255 time=25.5 ms,,,
64 bytes from 192.168.4.2: icmp_seq=105 ttl=255 time=19.6 ms,,,
64 bytes from 192.168.4.2: icmp_seq=106 ttl=255 time=18.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=107 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=108 ttl=255 time=17.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=109 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=110 ttl=255 time=17.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=111 ttl=255 time=16.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=112 ttl=255 time=26.5 ms,,,
64 bytes from 192.168.4.2: icmp_seq=113 ttl=255 time=20.5 ms,,,
64 bytes from 192.168.4.2: icmp_seq=114 ttl=255 time=20.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=115 ttl=255 time=25.5 ms,,,
64 bytes from 192.168.4.2: icmp_seq=116 ttl=255 time=19.6 ms,,,
64 bytes from 192.168.4.2: icmp_seq=117 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=118 ttl=255 time=18.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=119 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=120 ttl=255 time=17.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=121 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=122 ttl=255 time=21.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=123 ttl=255 time=20.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=124 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=125 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=126 ttl=255 time=21.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=127 ttl=255 time=19.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=128 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=129 ttl=255 time=16.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=130 ttl=255 time=20.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=131 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=132 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=133 ttl=255 time=20.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=134 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=135 ttl=255 time=18.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=136 ttl=255 time=16.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=137 ttl=255 time=20.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=138 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=139 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=140 ttl=255 time=20.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=141 ttl=255 time=18.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=142 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=143 ttl=255 time=19.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=144 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=145 ttl=255 time=17.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=146 ttl=255 time=20.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=147 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=148 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=149 ttl=255 time=16.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=150 ttl=255 time=20.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=151 ttl=255 time=18.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=152 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=153 ttl=255 time=26.4 ms,,,
64 bytes from 192.168.4.2: icmp_seq=154 ttl=255 time=19.5 ms,,,
64 bytes from 192.168.4.2: icmp_seq=155 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=156 ttl=255 time=16.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=157 ttl=255 time=20.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=158 ttl=255 time=18.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=159 ttl=255 time=16.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=160 ttl=255 time=20.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=161 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=162 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=163 ttl=255 time=21.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=164 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=165 ttl=255 time=27.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=166 ttl=255 time=20.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=167 ttl=255 time=19.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=168 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=169 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=170 ttl=255 time=21.1 ms,,,
64 bytes from 192.168.4.2: icmp_seq=171 ttl=255 time=29.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=172 ttl=255 time=18.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=173 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=174 ttl=255 time=20.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=175 ttl=255 time=18.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=176 ttl=255 time=17.0 ms,,,
64 bytes from 192.168.4.2: icmp_seq=177 ttl=255 time=26.4 ms,,,
64 bytes from 192.168.4.2: icmp_seq=178 ttl=255 time=19.6 ms,,,
64 bytes from 192.168.4.2: icmp_seq=179 ttl=255 time=17.9 ms,,,
64 bytes from 192.168.4.2: icmp_seq=180 ttl=255 time=21.0 ms,,,
