0,2.431679855,2.445571216,6945.68
1,2.431829855,2.445571244,6870.694
2,2.431979852,2.445571272,6795.71
3,2.432129852,2.445571303,6720.725
4,2.432279847,2.445571331,6645.742
5,2.432429847,2.445571364,6570.759
6,2.432579852,2.44557139,6495.769
7,2.432729853,2.445571413,6420.78
8,2.432879853,2.445571444,6345.796
9,2.433029858,2.44557147,6270.806
10,2.433179848,2.445571495,6195.823
11,2.433329846,2.445571525,6120.839
12,2.433479853,2.445571549,6045.848
13,2.433629848,2.445571576,5970.864
14,2.433784274,2.4455716,5893.663
15,2.433933778,2.451608518,8837.37
16,2.434079865,2.451608626,8764.38
17,2.434229857,2.451608666,8689.405
18,2.434379861,2.451608696,8614.417
19,2.43452985,2.451608724,8539.437
20,2.43467985,2.451608753,8464.451
21,2.434829843,2.451608783,8389.47
22,2.434979848,2.45160881,8314.481
23,2.435129847,2.45160884,8239.496
24,2.435279844,2.451608868,8164.512
25,2.435429842,2.451608897,8089.528
26,2.435579839,2.536404032,50412.097
27,2.43572984,2.53640415,50337.155
28,2.435879841,2.536404185,50262.172
29,2.43602984,2.536404211,50187.186
30,2.436179842,2.536404237,50112.198
31,2.436329841,2.536404264,50037.211
32,2.436479845,2.536404296,49962.225
33,2.436629839,2.536404317,49887.239
34,2.436779846,2.53640435,49812.252
35,2.436929843,2.536404374,49737.265
36,2.437079839,2.536404399,49662.28
37,2.437229843,2.536404427,49587.292
38,2.437379836,2.536404452,49512.308
39,2.437529845,2.536404478,49437.317
40,2.437679841,2.536404518,49362.339
41,2.437829835,2.536404541,49287.353
42,2.43797984,2.536404566,49212.363
43,2.438129842,2.536404599,49137.378
44,2.438279839,2.553619875,57670.018
45,2.438429839,2.553619967,57595.064
46,2.438579842,2.553619993,57520.075
47,2.438729837,2.553620022,57445.093
48,2.438879841,2.553620048,57370.104
49,2.43902984,2.553620075,57295.118
50,2.439179841,2.553620103,57220.131
51,2.439329846,2.55362013,57145.142
52,2.439479836,2.553620157,57070.161
53,2.43962984,2.553620186,56995.173
54,2.43977984,2.553620212,56920.186
55,2.439929844,2.553620242,56845.199
56,2.440079841,2.55362027,56770.214
57,2.440229837,2.553620299,56695.231
58,2.440379835,2.55362032,56620.242
59,2.440529839,2.553620347,56545.254
60,2.440679841,2.553620372,56470.265
61,2.440829838,2.553620395,56395.278
62,2.440979836,2.55362042,56320.292
63,2.441129835,2.553620443,56245.304
64,2.441279833,2.553620467,56170.317
65,2.441429833,2.553620493,56095.33
66,2.441579828,2.553620516,56020.344
67,2.441729836,2.553620539,55945.352
68,2.441879835,2.553620564,55870.364
69,2.44202983,2.553620588,55795.379
70,2.442179835,2.553620613,55720.389
71,2.442329828,2.553620636,55645.404
72,2.442479829,2.553620659,55570.415
73,2.442629827,2.553620682,55495.427
74,2.442779832,2.553620709,55420.438
75,2.442929824,2.553620731,55345.454
76,2.443079824,2.553620756,55270.466
77,2.443229824,2.553620779,55195.478
78,2.443379829,2.553620803,55120.487
79,2.443529823,2.553620825,55045.501
80,2.443679824,2.553620849,54970.513
81,2.443829824,2.553620873,54895.525
82,2.443979825,2.553620895,54820.535
83,2.444129821,2.55362092,54745.549
84,2.444279825,2.553620942,54670.559
85,2.444429829,2.553620964,54595.568
86,2.444579829,2.553621014,54520.593
87,2.44472983,2.553621041,54445.605
88,2.444879827,2.553621071,54370.622
89,2.445029837,2.553621091,54295.627
90,2.44517982,2.553621114,54220.647
91,2.445329824,2.553621139,54145.657
92,2.445479834,2.553621181,54070.674
93,2.445629829,2.553621204,53995.688
94,2.445779835,2.553621231,53920.698
95,2.445935146,2.553621254,53843.054
96,2.446079836,2.553621277,53770.72
97,2.446229839,2.553621302,53695.731
98,2.446379819,2.553621326,53620.753
99,2.446529826,2.553621349,53545.762
100,2.446679821,2.553621376,53470.778
101,2.446829818,2.5536214,53395.791
102,2.446979819,2.55362142,53320.8
103,2.447129825,2.553621449,53245.812
104,2.447279819,2.55362147,53170.825
105,2.44742982,2.553621495,53095.838
106,2.44757982,2.553621517,53020.848
107,2.447729817,2.553621543,52945.863
108,2.447879824,2.553621565,52870.87
109,2.448029817,2.553621592,52795.888
110,2.448179819,2.553621616,52720.899
111,2.448329816,2.553621642,52645.913
112,2.448479817,2.553621667,52570.925
113,2.448629821,2.553621692,52495.935
114,2.448779818,2.553621715,52420.949
115,2.448929814,2.553621744,52345.965
116,2.449079814,2.553621767,52270.977
117,2.449229821,2.553621792,52195.986
118,2.449379813,2.553621816,52121.001
119,2.449529812,2.553621838,52046.013
120,2.44967982,2.553621862,51971.021
121,2.449829815,2.553621886,51896.035
122,2.449979817,2.55362191,51821.047
123,2.450129811,2.553621934,51746.061
124,2.45027981,2.553621958,51671.074
125,2.450429809,2.553621981,51596.086
126,2.450579809,2.553622002,51521.097
127,2.45072981,2.553622031,51446.11
128,2.45087981,2.553622053,51371.122
129,2.451029805,2.553622075,51296.135
130,2.451179807,2.553622098,51221.146
131,2.451329809,2.553622122,51146.156
132,2.451479804,2.553622146,51071.171
133,2.451633027,2.553622171,50994.572
134,2.451779817,2.553622196,50921.189
135,2.451929822,2.553622217,50846.198
136,2.452079823,2.553622242,50771.209
137,2.452229819,2.553622263,50696.222
138,2.452379806,2.553622287,50621.241
139,2.452529806,2.553622312,50546.253
140,2.452679809,2.553622336,50471.264
141,2.452829811,2.553622357,50396.273
142,2.452979805,2.553622382,50321.288
143,2.453129812,2.553622406,50246.297
144,2.453279806,2.553622428,50171.311
145,2.453429806,2.553622453,50096.324
146,2.453579809,2.553622475,50021.333
147,2.453729808,2.5536225,49946.346
148,2.453879804,2.553622594,49871.395
149,2.454029809,2.553622619,49796.405
150,2.454179807,2.553622643,49721.418
151,2.454329808,2.553622666,49646.429
152,2.454479803,2.553622688,49571.443
153,2.454629809,2.553622713,49496.452
154,2.454779808,2.553622738,49421.465
155,2.454929807,2.553622763,49346.478
156,2.455079809,2.553622785,49271.488
157,2.455229806,2.553622808,49196.501
158,2.455379804,2.553622842,49121.519
159,2.455529806,2.553622866,49046.53
160,2.455679806,2.553622897,48971.546
161,2.455829802,2.553622919,48896.559
162,2.455979805,2.553622942,48821.568
163,2.456129804,2.553622967,48746.582
164,2.456279806,2.55362299,48671.592
165,2.456429803,2.553623015,48596.606
166,2.456579802,2.55362304,48521.619
167,2.456729802,2.553623068,48446.633
168,2.456879802,2.553623094,48371.646
169,2.457029802,2.553623117,48296.657
170,2.457179798,2.55362314,48221.671
171,2.457329801,2.553623164,48146.682
172,2.457479799,2.553623186,48071.694
173,2.457629803,2.55362321,47996.703
174,2.457779799,2.553623242,47921.722
175,2.457929794,2.553623268,47846.737
176,2.458079801,2.55362329,47771.745
177,2.458229793,2.553623316,47696.762
178,2.458379796,2.553623337,47621.77
179,2.458529799,2.553623363,47546.782
180,2.458679801,2.553623386,47471.793
181,2.458829802,2.553623409,47396.803
182,2.458979794,2.553623436,47321.821
183,2.459129795,2.553623457,47246.831
184,2.459279802,2.553623482,47171.84
185,2.459429791,2.553623503,47096.856
186,2.459579798,2.553623528,47021.865
187,2.459729796,2.553623555,46946.88
188,2.459879797,2.553623579,46871.891
189,2.460029792,2.553623605,46796.907
190,2.460179797,2.553623626,46721.915
191,2.460329796,2.553623659,46646.931
192,2.460479798,2.553623684,46571.943
